id,iso3,id,langEn,langTh,titleEn,titleTh,verseEn,verseTh,playUrl,downloadTrack001Url,downloadZipUrl,shareProgUrl,Bible Abbr,Bible Reference,Book,Chapter,Verse,Verse Text,id,,Verse Text,Bible Reference1,Book1,Chapter1,Verse1,Verse Text1,,Verse Text1,,,EN Program Order
33010,IUM,417,Iu Mien,อิ้วเมี่ยน,Portrait of Jesus 1,ชีวิตของพระเยซู 1,Philippians 4:19 And my God will meet all your needs according to His glorious riches in Jesus Christ.,ฟีลิปปี 4:19 พระเจ้า​ของ​ผม​จะ​ให้​ทุก​สิ่ง​ที่​จำเป็น​สำหรับ​คุณ จาก​ความ​มั่งคั่ง​อัน​มหาศาล​ของ​พระองค์​ที่​อยู่​ใน​พระเยซู​คริสต์,fivefish.org/T33010,fivefish.org/T33010-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/33010.zip,5fi.sh/T33010,PHP,Philippians 4:19,Philippians,4,19,And my God will meet all your needs according to His glorious riches in Jesus Christ.,33010,,Philippians 4:19 And my God will meet all your needs according to His glorious riches in Jesus Christ.,ฟีลิปปี 4:19,ฟีลิปปี,4,19,พระเจ้า​ของ​ผม​จะ​ให้​ทุก​สิ่ง​ที่​จำเป็น​สำหรับ​คุณ จาก​ความ​มั่งคั่ง​อัน​มหาศาล​ของ​พระองค์​ที่​อยู่​ใน​พระเยซู​คริสต์,,ฟีลิปปี 4:19 พระเจ้า​ของ​ผม​จะ​ให้​ทุก​สิ่ง​ที่​จำเป็น​สำหรับ​คุณ จาก​ความ​มั่งคั่ง​อัน​มหาศาล​ของ​พระองค์​ที่​อยู่​ใน​พระเยซู​คริสต์,,Iu Mien,1
33011,IUM,417,Iu Mien,อิ้วเมี่ยน,Portrait of Jesus 2,ชีวิตของพระเยซู 2,"Philippians 4:6 Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God.",ฟีลิปปี 4:6 เลิก​กังวล​ได้​แล้ว แต่​ให้​อธิษฐาน​ใน​ทุกๆ​ สถานการณ์ และ​ขอ​ใน​สิ่ง​ที่​คุณ​ต้องการ​จาก​พระเจ้า และ​เมื่อ​อธิษฐาน​ก็​ให้​ขอบคุณ​พระเจ้า​ด้วย,fivefish.org/T33011,fivefish.org/T33011-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/33011.zip,5fi.sh/T33011,PHP,Philippians 4:6,Philippians,4,6,"Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God.",33011,,"Philippians 4:6 Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God.",ฟีลิปปี 4:6,ฟีลิปปี,4,6,เลิก​กังวล​ได้​แล้ว แต่​ให้​อธิษฐาน​ใน​ทุกๆ​ สถานการณ์ และ​ขอ​ใน​สิ่ง​ที่​คุณ​ต้องการ​จาก​พระเจ้า และ​เมื่อ​อธิษฐาน​ก็​ให้​ขอบคุณ​พระเจ้า​ด้วย,,ฟีลิปปี 4:6 เลิก​กังวล​ได้​แล้ว แต่​ให้​อธิษฐาน​ใน​ทุกๆ​ สถานการณ์ และ​ขอ​ใน​สิ่ง​ที่​คุณ​ต้องการ​จาก​พระเจ้า และ​เมื่อ​อธิษฐาน​ก็​ให้​ขอบคุณ​พระเจ้า​ด้วย,,Iu Mien,2
38205,IUM,417,Iu Mien,อิ้วเมี่ยน,The Two Ways,สองทางเลือก,"Philippians 4:7 And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.",ฟีลิปปี 4:7 แล้ว​สันติสุข​ที่​มา​จาก​พระเจ้า ซึ่ง​ดี​กว่า​สันติสุข​ที่​มา​จาก​แผน​งาน​ต่างๆ​ของ​มนุษย์ จะ​ปกป้อง​รักษา​จิตใจ และ​ความคิด​ของ​คุณ​ไว้​ใน​พระเยซู​คริสต์,fivefish.org/T38205,fivefish.org/T38205-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/38205.zip,5fi.sh/T38205,PHP,Philippians 4:7,Philippians,4,7,"And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.",38205,,"Philippians 4:7 And the peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus.",ฟีลิปปี 4:7,ฟีลิปปี,4,7,แล้ว​สันติสุข​ที่​มา​จาก​พระเจ้า ซึ่ง​ดี​กว่า​สันติสุข​ที่​มา​จาก​แผน​งาน​ต่างๆ​ของ​มนุษย์ จะ​ปกป้อง​รักษา​จิตใจ และ​ความคิด​ของ​คุณ​ไว้​ใน​พระเยซู​คริสต์,,ฟีลิปปี 4:7 แล้ว​สันติสุข​ที่​มา​จาก​พระเจ้า ซึ่ง​ดี​กว่า​สันติสุข​ที่​มา​จาก​แผน​งาน​ต่างๆ​ของ​มนุษย์ จะ​ปกป้อง​รักษา​จิตใจ และ​ความคิด​ของ​คุณ​ไว้​ใน​พระเยซู​คริสต์,,Iu Mien,3
5261,IUM,417,Iu Mien,อิ้วเมี่ยน,Words of Life 2,พระคำแห่งชีวิต 2,"Philippians 4:8 Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think about such things.",ฟีลิปปี 4:8 สุดท้าย​นี้ พี่น้อง​ครับ อะไร​ก็​ตาม​ที่​จริง ที่​น่านับถือ ที่​ถูกต้อง ที่​บริสุทธิ์ ที่​น่ารัก ที่​น่ายกย่อง นั่น​คือ​อะไรก็ตาม​ที่​ยอดเยี่ยม​และ​น่าสรรเสริญ ให้​เอาใจใส่​ใน​เรื่อง​เหล่า​นั้น,fivefish.org/T5261,fivefish.org/T5261-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/5261.zip,5fi.sh/T5261,PHP,Philippians 4:8,Philippians,4,8,"Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think about such things.",5261,,"Philippians 4:8 Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think about such things.",ฟีลิปปี 4:8,ฟีลิปปี,4,8,สุดท้าย​นี้ พี่น้อง​ครับ อะไร​ก็​ตาม​ที่​จริง ที่​น่านับถือ ที่​ถูกต้อง ที่​บริสุทธิ์ ที่​น่ารัก ที่​น่ายกย่อง นั่น​คือ​อะไรก็ตาม​ที่​ยอดเยี่ยม​และ​น่าสรรเสริญ ให้​เอาใจใส่​ใน​เรื่อง​เหล่า​นั้น,,ฟีลิปปี 4:8 สุดท้าย​นี้ พี่น้อง​ครับ อะไร​ก็​ตาม​ที่​จริง ที่​น่านับถือ ที่​ถูกต้อง ที่​บริสุทธิ์ ที่​น่ารัก ที่​น่ายกย่อง นั่น​คือ​อะไรก็ตาม​ที่​ยอดเยี่ยม​และ​น่าสรรเสริญ ให้​เอาใจใส่​ใน​เรื่อง​เหล่า​นั้น,,Iu Mien,4
63085,JPN,96,Japanese,ญี่ปุ่น,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,"Colossians 3:1-2 Since, then, you have been raised with Christ, set your hearts on things above, where Christ is, seated at the right hand of God. Set your minds on things above, not on earthly things.",โคโลสี 3:1-2 พระเจ้า​ได้​ทำ​ให้​คุณ​ฟื้น​ขึ้น​จาก​ความตาย​กับ​พระคริสต์​แล้ว อย่าง​นั้น​ให้​แสวงหา​สิ่ง​ต่างๆ​ที่​อยู่​เบื้องบน ซึ่ง​เป็น​ที่​ที่​พระคริสต์​นั่ง​อยู่​ทาง​ขวา​มือ​ของ​พระเจ้า 2ให้​ใจ​ของ​คุณ​จดจ่อ​อยู่​กับ​สิ่ง​ที่​อยู่​เบื้องบน ไม่​ใช่​สิ่ง​ที่​อยู่​ใน​โลก,fivefish.org/T63085,fivefish.org/T63085-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/63085.zip,5fi.sh/T63085,COL,Colossians 3:1-2,Colossians,3,2-Jan,"Since, then, you have been raised with Christ, set your hearts on things above, where Christ is, seated at the right hand of God. Set your minds on things above, not on earthly things.",63085,,"Colossians 3:1-2 Since, then, you have been raised with Christ, set your hearts on things above, where Christ is, seated at the right hand of God. Set your minds on things above, not on earthly things.",โคโลสี 3:1-2,โคโลสี,3,2-Jan,พระเจ้า​ได้​ทำ​ให้​คุณ​ฟื้น​ขึ้น​จาก​ความตาย​กับ​พระคริสต์​แล้ว อย่าง​นั้น​ให้​แสวงหา​สิ่ง​ต่างๆ​ที่​อยู่​เบื้องบน ซึ่ง​เป็น​ที่​ที่​พระคริสต์​นั่ง​อยู่​ทาง​ขวา​มือ​ของ​พระเจ้า 2ให้​ใจ​ของ​คุณ​จดจ่อ​อยู่​กับ​สิ่ง​ที่​อยู่​เบื้องบน ไม่​ใช่​สิ่ง​ที่​อยู่​ใน​โลก,,โคโลสี 3:1-2 พระเจ้า​ได้​ทำ​ให้​คุณ​ฟื้น​ขึ้น​จาก​ความตาย​กับ​พระคริสต์​แล้ว อย่าง​นั้น​ให้​แสวงหา​สิ่ง​ต่างๆ​ที่​อยู่​เบื้องบน ซึ่ง​เป็น​ที่​ที่​พระคริสต์​นั่ง​อยู่​ทาง​ขวา​มือ​ของ​พระเจ้า 2ให้​ใจ​ของ​คุณ​จดจ่อ​อยู่​กับ​สิ่ง​ที่​อยู่​เบื้องบน ไม่​ใช่​สิ่ง​ที่​อยู่​ใน​โลก,,Japanese,1
32531,JPN,96,Japanese,ญี่ปุ่น,My Heart for You w/ English,สิ่งที่ใจฉันต้องการสำหรับคุณ,"Colossians 3:12 Therefore, as God's chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience.",โคโลสี 3:12 ดังนั้น​ใน​ฐานะ​ที่​เรา​เป็น​คน​ที่​พระเจ้า​ได้​เลือก เป็น​คน​ของ​พระเจ้า และ​เป็น​คน​ที่​พระองค์​รัก ก็​ให้​สวม​ใส่​ความ​เห็นอก​เห็นใจ ความ​มี​น้ำใจ ความ​ถ่อม​ตน ความ​สุภาพ​อ่อนโยน และ​ความอดทน,fivefish.org/T32531,fivefish.org/T32531-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/32531.zip,5fi.sh/T32531,COL,Colossians 3:12,Colossians,3,12,"Therefore, as God's chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience.",32531,,"Colossians 3:12 Therefore, as God's chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience.",โคโลสี 3:12,โคโลสี,3,12,ดังนั้น​ใน​ฐานะ​ที่​เรา​เป็น​คน​ที่​พระเจ้า​ได้​เลือก เป็น​คน​ของ​พระเจ้า และ​เป็น​คน​ที่​พระองค์​รัก ก็​ให้​สวม​ใส่​ความ​เห็นอก​เห็นใจ ความ​มี​น้ำใจ ความ​ถ่อม​ตน ความ​สุภาพ​อ่อนโยน และ​ความอดทน,,โคโลสี 3:12 ดังนั้น​ใน​ฐานะ​ที่​เรา​เป็น​คน​ที่​พระเจ้า​ได้​เลือก เป็น​คน​ของ​พระเจ้า และ​เป็น​คน​ที่​พระองค์​รัก ก็​ให้​สวม​ใส่​ความ​เห็นอก​เห็นใจ ความ​มี​น้ำใจ ความ​ถ่อม​ตน ความ​สุภาพ​อ่อนโยน และ​ความอดทน,,Japanese,2
37280,JPN,96,Japanese,ญี่ปุ่น,Portrait of Jesus 1,ชีวิตของพระเยซู 1,"Colossians 3:15 Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful.",โคโลสี 3:15 ขอให้​สันติสุข​จาก​พระคริสต์​มา​ครอบ​ครอง​จิตใจ​ของ​คุณ เพราะ​พระเจ้า​ได้​เรียก​คุณ​ให้​อยู่​กัน​อย่าง​สันติ​ใน​ร่างกาย​เดียว​กัน และ​ขอให้​เป็น​คน​ที่​รู้จัก​ขอบคุณ​พระเจ้า​อยู่​เสมอ,fivefish.org/T37280,fivefish.org/T37280-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37280.zip,5fi.sh/T37280,COL,Colossians 3:15,Colossians,3,15,"Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful.",37280,,"Colossians 3:15 Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful.",โคโลสี 3:15,โคโลสี,3,15,ขอให้​สันติสุข​จาก​พระคริสต์​มา​ครอบ​ครอง​จิตใจ​ของ​คุณ เพราะ​พระเจ้า​ได้​เรียก​คุณ​ให้​อยู่​กัน​อย่าง​สันติ​ใน​ร่างกาย​เดียว​กัน และ​ขอให้​เป็น​คน​ที่​รู้จัก​ขอบคุณ​พระเจ้า​อยู่​เสมอ,,โคโลสี 3:15 ขอให้​สันติสุข​จาก​พระคริสต์​มา​ครอบ​ครอง​จิตใจ​ของ​คุณ เพราะ​พระเจ้า​ได้​เรียก​คุณ​ให้​อยู่​กัน​อย่าง​สันติ​ใน​ร่างกาย​เดียว​กัน และ​ขอให้​เป็น​คน​ที่​รู้จัก​ขอบคุณ​พระเจ้า​อยู่​เสมอ,,Japanese,3
37281,JPN,96,Japanese,ญี่ปุ่น,Portrait of Jesus 2,ชีวิตของพระเยซู 2,"1 Timothy 1:17 Now to the King eternal, immortal, invisible, the only God, be honor and glory for ever and ever. Amen.",1 ทิโมธี 1:17 ขอให้​พระองค์​ผู้​เป็น​กษัตริย์​ของ​คน​ทุกยุค​ทุกสมัย ผู้​ไม่​มี​วัน​ตาย ผู้​ไม่​มี​ใคร​มอง​เห็น​ได้ และ​ผู้​เป็น​พระเจ้า​แต่​เพียง​องค์​เดียว ได้รับ​เกียรติ​และ​สง่าราศี อยู่​เสมอ​และ​ตลอดไป อาเมน,fivefish.org/T37281,fivefish.org/T37281-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/37281.zip,5fi.sh/T37281,1TI,1 Timothy 1:17,1 Timothy,1,17,"Now to the King eternal, immortal, invisible, the only God, be honor and glory for ever and ever. Amen.",37281,,"1 Timothy 1:17 Now to the King eternal, immortal, invisible, the only God, be honor and glory for ever and ever. Amen.",1 ทิโมธี 1:17,1 ทิโมธี,1,17,ขอให้​พระองค์​ผู้​เป็น​กษัตริย์​ของ​คน​ทุกยุค​ทุกสมัย ผู้​ไม่​มี​วัน​ตาย ผู้​ไม่​มี​ใคร​มอง​เห็น​ได้ และ​ผู้​เป็น​พระเจ้า​แต่​เพียง​องค์​เดียว ได้รับ​เกียรติ​และ​สง่าราศี อยู่​เสมอ​และ​ตลอดไป อาเมน,,1 ทิโมธี 1:17 ขอให้​พระองค์​ผู้​เป็น​กษัตริย์​ของ​คน​ทุกยุค​ทุกสมัย ผู้​ไม่​มี​วัน​ตาย ผู้​ไม่​มี​ใคร​มอง​เห็น​ได้ และ​ผู้​เป็น​พระเจ้า​แต่​เพียง​องค์​เดียว ได้รับ​เกียรติ​และ​สง่าราศี อยู่​เสมอ​และ​ตลอดไป อาเมน,,Japanese,4
80573,KAC,175,Kachin,คะฉิ่น,Good News,ข่าวประเสริฐ,"2 Timothy 2:22 Flee the evil desires of youth and pursue righteousness, faith, love and peace, along with those who call on the Lord out of a pure heart.",2 ทิโมธี 2:22 ให้​วิ่งหนี​จาก​ราคะตัณหา​ของ​คน​หนุ่มสาว แต่​ไล่ตาม​สิ่ง​ที่​ถูกต้อง เช่น​ความเชื่อ ความรัก และ​สันติสุข ร่วมกับ​คน​เหล่านั้น​ที่​ร้องเรียก​องค์​เจ้า​ชีวิต​ด้วย​ใจ​ที่​สะอาด​บริสุทธิ์,fivefish.org/T80573,fivefish.org/T80573-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80573.zip,5fi.sh/T80573,2TI,2 Timothy 2:22,2 Timothy,2,22,"Flee the evil desires of youth and pursue righteousness, faith, love and peace, along with those who call on the Lord out of a pure heart.",80573,,"2 Timothy 2:22 Flee the evil desires of youth and pursue righteousness, faith, love and peace, along with those who call on the Lord out of a pure heart.",2 ทิโมธี 2:22,2 ทิโมธี,2,22,ให้​วิ่งหนี​จาก​ราคะตัณหา​ของ​คน​หนุ่มสาว แต่​ไล่ตาม​สิ่ง​ที่​ถูกต้อง เช่น​ความเชื่อ ความรัก และ​สันติสุข ร่วมกับ​คน​เหล่านั้น​ที่​ร้องเรียก​องค์​เจ้า​ชีวิต​ด้วย​ใจ​ที่​สะอาด​บริสุทธิ์,,2 ทิโมธี 2:22 ให้​วิ่งหนี​จาก​ราคะตัณหา​ของ​คน​หนุ่มสาว แต่​ไล่ตาม​สิ่ง​ที่​ถูกต้อง เช่น​ความเชื่อ ความรัก และ​สันติสุข ร่วมกับ​คน​เหล่านั้น​ที่​ร้องเรียก​องค์​เจ้า​ชีวิต​ด้วย​ใจ​ที่​สะอาด​บริสุทธิ์,,Kachin,1
66535,KAC,175,Kachin,คะฉิ่น,"Jesus, the Refugee",พระเยซู ผู้ลี้ภัย,"2 Timothy 3:16 All Scripture is God-breathed and is useful for teaching, rebuking, correcting and training in righteousness.",2 ทิโมธี 3:16 ทุกๆข้อ​ใน​พระคัมภีร์ พระเจ้า​เป็น​ผู้​ดลใจ​ให้​เขียน​ขึ้นมา เพื่อ​เป็น​ประโยชน์​ใน​การ​สั่งสอน​ความจริง ชี้​ให้​คน​เห็น​ถึง​ความบาป​ใน​ชีวิต ช่วย​ปรับปรุง​แก้ไข​ให้​คนดี​ขึ้น และ​ฝึก​คน​ให้​ทำ​ตามใจ​พระเจ้า,fivefish.org/T66535,fivefish.org/T66535-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/66535.zip,5fi.sh/T66535,2TI,2 Timothy 3:16,2 Timothy,3,16,"All Scripture is God-breathed and is useful for teaching, rebuking, correcting and training in righteousness.",66535,,"2 Timothy 3:16 All Scripture is God-breathed and is useful for teaching, rebuking, correcting and training in righteousness.",2 ทิโมธี 3:16,2 ทิโมธี,3,16,ทุกๆข้อ​ใน​พระคัมภีร์ พระเจ้า​เป็น​ผู้​ดลใจ​ให้​เขียน​ขึ้นมา เพื่อ​เป็น​ประโยชน์​ใน​การ​สั่งสอน​ความจริง ชี้​ให้​คน​เห็น​ถึง​ความบาป​ใน​ชีวิต ช่วย​ปรับปรุง​แก้ไข​ให้​คนดี​ขึ้น และ​ฝึก​คน​ให้​ทำ​ตามใจ​พระเจ้า,,2 ทิโมธี 3:16 ทุกๆข้อ​ใน​พระคัมภีร์ พระเจ้า​เป็น​ผู้​ดลใจ​ให้​เขียน​ขึ้นมา เพื่อ​เป็น​ประโยชน์​ใน​การ​สั่งสอน​ความจริง ชี้​ให้​คน​เห็น​ถึง​ความบาป​ใน​ชีวิต ช่วย​ปรับปรุง​แก้ไข​ให้​คนดี​ขึ้น และ​ฝึก​คน​ให้​ทำ​ตามใจ​พระเจ้า,,Kachin,2
6100,KAC,175,Kachin,คะฉิ่น,Word of Life,พระคำแห่งชีวิต,"Titus 3:5 He saved us, not because of righteous things we had done, but because of His mercy. He saved us through the washing of rebirth and renewal by the Holy Spirit.",ทิตัส 3:5 พระองค์​ได้​ช่วย​ให้​เรา​รอด ไม่​ใช่​เพราะ​เรา​ทำดี แต่​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระองค์​ต่างหาก พระองค์​ได้​ชำระ​ล้าง​เรา ซึ่ง​ทำ​ให้​เรา​เกิด​ใหม่ และ​ถูก​สร้าง​ขึ้น​มา​ใหม่​ด้วย​ฤทธิ์เดช​ของ​พระวิญญาณ​บริสุทธิ์,fivefish.org/T6100,fivefish.org/T6100-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/6100.zip,5fi.sh/T6100,TIT,Titus 3:5,Titus,3,5,"He saved us, not because of righteous things we had done, but because of His mercy. He saved us through the washing of rebirth and renewal by the Holy Spirit.",6100,,"Titus 3:5 He saved us, not because of righteous things we had done, but because of His mercy. He saved us through the washing of rebirth and renewal by the Holy Spirit.",ทิตัส 3:5,ทิตัส,3,5,พระองค์​ได้​ช่วย​ให้​เรา​รอด ไม่​ใช่​เพราะ​เรา​ทำดี แต่​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระองค์​ต่างหาก พระองค์​ได้​ชำระ​ล้าง​เรา ซึ่ง​ทำ​ให้​เรา​เกิด​ใหม่ และ​ถูก​สร้าง​ขึ้น​มา​ใหม่​ด้วย​ฤทธิ์เดช​ของ​พระวิญญาณ​บริสุทธิ์,,ทิตัส 3:5 พระองค์​ได้​ช่วย​ให้​เรา​รอด ไม่​ใช่​เพราะ​เรา​ทำดี แต่​เป็น​เพราะ​ความ​เมตตา​กรุณา​ของ​พระองค์​ต่างหาก พระองค์​ได้​ชำระ​ล้าง​เรา ซึ่ง​ทำ​ให้​เรา​เกิด​ใหม่ และ​ถูก​สร้าง​ขึ้น​มา​ใหม่​ด้วย​ฤทธิ์เดช​ของ​พระวิญญาณ​บริสุทธิ์,,Kachin,3
80870,BWE,414,Karen Bwe,กะเหรี่ยงบะเว,Good News,ข่าวประเสริฐ,"Hebrews 10:24-25 And let us consider how we may spur one another on toward love and good deeds. Let us not give up meeting together as some are in the habit of doing, but let us encourage one another - and all the more as you see the Day approaching.",ฮีบรู 10:24-25 ขอให้​เรา​ทุกคน​พิจารณา​กัน​และ​กัน เพื่อ​จะได้​กระตุ้น​กัน​ให้​มี​ความรัก​และ​ทำ​แต่​ความดีขอ​อย่าให้​เรา​ทิ้ง​การ​ประชุม​ไป​เหมือนกับ​ที่​บางคน​ทำ​อยู่ แต่​ให้​กำลังใจ​กัน​และ​กัน​มาก​ยิ่งขึ้น ยิ่ง​พวกคุณ​รู้​อยู่​แล้ว​ว่า​วันนั้น​กำลัง​ใกล้​มาถึง​แล้ว ก็​ยิ่ง​น่าจะ​ทำ​อย่างนี้,fivefish.org/T80870,fivefish.org/T80870-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80870.zip,5fi.sh/T80870,HEB,Hebrews 10:24-25,Hebrews,10,24-25,"And let us consider how we may spur one another on toward love and good deeds. Let us not give up meeting together as some are in the habit of doing, but let us encourage one another - and all the more as you see the Day approaching.",80870,,"Hebrews 10:24-25 And let us consider how we may spur one another on toward love and good deeds. Let us not give up meeting together as some are in the habit of doing, but let us encourage one another - and all the more as you see the Day approaching.",ฮีบรู 10:24-25,ฮีบรู,10,24-25,ขอให้​เรา​ทุกคน​พิจารณา​กัน​และ​กัน เพื่อ​จะได้​กระตุ้น​กัน​ให้​มี​ความรัก​และ​ทำ​แต่​ความดีขอ​อย่าให้​เรา​ทิ้ง​การ​ประชุม​ไป​เหมือนกับ​ที่​บางคน​ทำ​อยู่ แต่​ให้​กำลังใจ​กัน​และ​กัน​มาก​ยิ่งขึ้น ยิ่ง​พวกคุณ​รู้​อยู่​แล้ว​ว่า​วันนั้น​กำลัง​ใกล้​มาถึง​แล้ว ก็​ยิ่ง​น่าจะ​ทำ​อย่างนี้,,ฮีบรู 10:24-25 ขอให้​เรา​ทุกคน​พิจารณา​กัน​และ​กัน เพื่อ​จะได้​กระตุ้น​กัน​ให้​มี​ความรัก​และ​ทำ​แต่​ความดีขอ​อย่าให้​เรา​ทิ้ง​การ​ประชุม​ไป​เหมือนกับ​ที่​บางคน​ทำ​อยู่ แต่​ให้​กำลังใจ​กัน​และ​กัน​มาก​ยิ่งขึ้น ยิ่ง​พวกคุณ​รู้​อยู่​แล้ว​ว่า​วันนั้น​กำลัง​ใกล้​มาถึง​แล้ว ก็​ยิ่ง​น่าจะ​ทำ​อย่างนี้,,Karen Bwe,1
9310,BWE,414,Karen Bwe,กะเหรี่ยงบะเว,Words of Life,พระคำแห่งชีวิต,"Hebrews 11:6 And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and that He rewards those who earnestly seek Him.",ฮีบรู 11:6 เขา​ได้รับ​การ​ยกย่อง​ว่า​เป็น​คนหนึ่ง​ที่​พระเจ้า​พอใจ แต่​ถ้า​ไม่มี​ความ​ไว้วางใจ​แล้ว ก็​เป็นไป​ไม่ได้​ที่​จะ​ทำให้​พระเจ้า​พอใจ เพราะ​คน​ที่​มา​เข้าเฝ้า​พระเจ้า​จะ​ต้อง​เชื่อ​ว่า​พระองค์​มี​จริง และ​ต้อง​เชื่อ​ว่า​พระองค์​จะ​ให้​รางวัล​กับ​ทุกคน​ที่​แสวงหา​พระองค์,fivefish.org/T9310,fivefish.org/T9310-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9310.zip,5fi.sh/T9310,HEB,Hebrews 11:6,Hebrews,11,6,"And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and that He rewards those who earnestly seek Him.",9310,,"Hebrews 11:6 And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and that He rewards those who earnestly seek Him.",ฮีบรู 11:6,ฮีบรู,11,6,เขา​ได้รับ​การ​ยกย่อง​ว่า​เป็น​คนหนึ่ง​ที่​พระเจ้า​พอใจ แต่​ถ้า​ไม่มี​ความ​ไว้วางใจ​แล้ว ก็​เป็นไป​ไม่ได้​ที่​จะ​ทำให้​พระเจ้า​พอใจ เพราะ​คน​ที่​มา​เข้าเฝ้า​พระเจ้า​จะ​ต้อง​เชื่อ​ว่า​พระองค์​มี​จริง และ​ต้อง​เชื่อ​ว่า​พระองค์​จะ​ให้​รางวัล​กับ​ทุกคน​ที่​แสวงหา​พระองค์,,ฮีบรู 11:6 เขา​ได้รับ​การ​ยกย่อง​ว่า​เป็น​คนหนึ่ง​ที่​พระเจ้า​พอใจ แต่​ถ้า​ไม่มี​ความ​ไว้วางใจ​แล้ว ก็​เป็นไป​ไม่ได้​ที่​จะ​ทำให้​พระเจ้า​พอใจ เพราะ​คน​ที่​มา​เข้าเฝ้า​พระเจ้า​จะ​ต้อง​เชื่อ​ว่า​พระองค์​มี​จริง และ​ต้อง​เชื่อ​ว่า​พระองค์​จะ​ให้​รางวัล​กับ​ทุกคน​ที่​แสวงหา​พระองค์,,Karen Bwe,2
9340,BLK,415,Karen Pa'o Moulmein,กะเหรี่ยงปะโอ เมาะลำเลิง,Words of Life,พระคำแห่งชีวิต,"Hebrews 12:3 Consider Him who endured such opposition from sinful men, so that you will not grow weary and lose heart.",ฮีบรู 12:3 ขอให้​ใคร่ครวญ​ถึง​พระองค์​ผู้ที่​ต้อง​ทน​ทุกข์ทรมาน​อย่าง​แสนสาหัส​จาก​คนบาป​ที่​ต่อต้าน​พระองค์ เพื่อ​พวกคุณ​จะ​ได้​ไม่ท้อใจ​หรือ​ยอมแพ้,fivefish.org/T9340,fivefish.org/T9340-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9340.zip,5fi.sh/T9340,HEB,Hebrews 12:3,Hebrews,12,3,"Consider Him who endured such opposition from sinful men, so that you will not grow weary and lose heart.",9340,,"Hebrews 12:3 Consider Him who endured such opposition from sinful men, so that you will not grow weary and lose heart.",ฮีบรู 12:3,ฮีบรู,12,3,ขอให้​ใคร่ครวญ​ถึง​พระองค์​ผู้ที่​ต้อง​ทน​ทุกข์ทรมาน​อย่าง​แสนสาหัส​จาก​คนบาป​ที่​ต่อต้าน​พระองค์ เพื่อ​พวกคุณ​จะ​ได้​ไม่ท้อใจ​หรือ​ยอมแพ้,,ฮีบรู 12:3 ขอให้​ใคร่ครวญ​ถึง​พระองค์​ผู้ที่​ต้อง​ทน​ทุกข์ทรมาน​อย่าง​แสนสาหัส​จาก​คนบาป​ที่​ต่อต้าน​พระองค์ เพื่อ​พวกคุณ​จะ​ได้​ไม่ท้อใจ​หรือ​ยอมแพ้,,Karen Pa'o Moulmein,1
